,group_id,title,year,cnt,fraction
23660,G21F,"PROTECTION AGAINST X-RADIATION, GAMMA RADIATION, CORPUSCULAR RADIATION OR PARTICLE BOMBARDMENT; TREATING RADIOACTIVELY CONTAMINATED MATERIAL; DECONTAMINATION ARRANGEMENTS THEREFOR ",2012,136,0.008640593252967345
23907,G21F,"PROTECTION AGAINST X-RADIATION, GAMMA RADIATION, CORPUSCULAR RADIATION OR PARTICLE BOMBARDMENT; TREATING RADIOACTIVELY CONTAMINATED MATERIAL; DECONTAMINATION ARRANGEMENTS THEREFOR ",2013,198,0.01108228597335214
24426,G21F,"PROTECTION AGAINST X-RADIATION, GAMMA RADIATION, CORPUSCULAR RADIATION OR PARTICLE BOMBARDMENT; TREATING RADIOACTIVELY CONTAMINATED MATERIAL; DECONTAMINATION ARRANGEMENTS THEREFOR ",2014,283,0.013613426783334857
25036,G21F,"PROTECTION AGAINST X-RADIATION, GAMMA RADIATION, CORPUSCULAR RADIATION OR PARTICLE BOMBARDMENT; TREATING RADIOACTIVELY CONTAMINATED MATERIAL; DECONTAMINATION ARRANGEMENTS THEREFOR ",2015,298,0.013037478814096927
26109,G21F,"PROTECTION AGAINST X-RADIATION, GAMMA RADIATION, CORPUSCULAR RADIATION OR PARTICLE BOMBARDMENT; TREATING RADIOACTIVELY CONTAMINATED MATERIAL; DECONTAMINATION ARRANGEMENTS THEREFOR ",2016,340,0.013803048362633687
26928,G21F,"PROTECTION AGAINST X-RADIATION, GAMMA RADIATION, CORPUSCULAR RADIATION OR PARTICLE BOMBARDMENT; TREATING RADIOACTIVELY CONTAMINATED MATERIAL; DECONTAMINATION ARRANGEMENTS THEREFOR ",2017,164,0.011469518007492952
597,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1976,23,0.009049453294984636
907,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1977,17,0.007529186670682233
1752,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1978,10,0.0041095271167146796
2522,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1979,5,0.002829350550874552
2780,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1980,12,0.005419393298920186
3538,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1981,16,0.006618763366799456
4085,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1982,10,0.004636713497472991
4775,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1983,9,0.004197996156501297
5221,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1984,9,0.003639495808513994
5897,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1985,2,0.0007419966387552264
6612,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1986,8,0.0030349013657056147
7285,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1987,13,0.004135820339964432
8043,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1988,12,0.003913434821743044
8611,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1989,15,0.0039041149371437495
9259,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1990,2,0.0005365943963447189
10189,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1991,10,0.0024479085069716434
10382,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1992,7,0.0016184596887933228
11317,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1993,11,0.0024677620538959234
11549,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1994,15,0.0031044652558596783
12596,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1995,10,0.0020407247021562297
13053,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1996,12,0.0021629571950771095
14020,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1997,10,0.0016210713336229647
14314,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1998,19,0.0023959223922906782
14969,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,1999,16,0.0019610270388859406
15944,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2000,32,0.003789323108476479
16093,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2001,24,0.0025910959148134033
17262,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2002,24,0.002517488679168096
17871,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2003,24,0.0024046289106530072
18561,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2004,31,0.0031937065436986626
18907,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2005,17,0.001968141576527712
19756,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2006,23,0.0022049934473346903
20474,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2007,18,0.0018830204904013031
21031,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2008,10,0.0010708839504480578
21411,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2009,35,0.0035028162642764785
22421,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2010,26,0.0019258560244850371
22967,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2011,19,0.0013325954962480422
23678,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2012,46,0.0029225536002683667
24343,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2013,44,0.0024627302163004756
24688,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2014,69,0.0033191747280922443
25323,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2015,101,0.004418742819542919
26128,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2016,106,0.004303303313056384
26410,G21G,CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES ,2017,44,0.0030771877581078654
255,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1976,27,0.01062327125932979
841,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1977,30,0.013286800007086293
1335,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1978,12,0.004931432540057615
2445,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1979,9,0.005092830991574194
2577,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1980,1,0.0004516161082433488
3454,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1981,1,0.000413672710424966
4438,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1982,2,0.0009273426994945983
5083,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1983,2,0.0009328880347780659
5139,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1984,1,0.00040438842316822154
6971,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1986,1,0.00037936267071320183
7095,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1987,2,0.0006362800523022203
8086,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1988,2,0.000652239136957174
8660,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1989,3,0.0007808229874287499
9543,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1990,4,0.0010731887926894378
10086,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1991,3,0.000734372552091493
10392,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1992,10,0.0023120852697047466
11275,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1993,3,0.0006730260146988881
11614,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1994,1,0.0002069643503906452
12522,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1995,4,0.0008162898808624919
12906,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1996,4,0.0007209857316923698
13704,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1997,7,0.0011347499335360753
14239,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1998,4,0.0005044047141664586
14934,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,1999,3,0.00036769256979111384
15426,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2000,1,0.00011841634713988997
16221,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2001,5,0.000539811648919459
16920,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2002,10,0.00104895361632004
17940,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2003,2,0.00020038574255441726
18187,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2004,5,0.0005151139586610746
19151,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2005,7,0.0008104112373937637
19894,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2006,2,0.00019173856063779915
20173,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2007,5,0.0005230612473336953
21560,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2009,14,0.0014011265057105914
22084,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2010,5,0.00037035692778558405
22873,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2011,9,0.000631229445591178
23486,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2012,12,0.0007624052870265304
24198,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2013,12,0.0006716536953546751
24751,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2014,22,0.0010582875944641938
25659,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2015,18,0.0007874987203145794
26266,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2016,19,0.0007713468202648236
26455,G21H,APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION ,2017,10,0.0006993608541154239
372,G21J,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF ,1976,1,0.0003934544910862885
1162,G21J,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF ,1977,1,0.0004428933335695431
2759,G21J,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF ,1980,1,0.0004516161082433488
3854,G21J,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF ,1982,1,0.00046367134974729913
5233,G21J,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF ,1984,1,0.00040438842316822154
6771,G21J,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF ,1986,1,0.00037936267071320183
7236,G21J,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF ,1987,1,0.00031814002615111015
8912,G21J,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF ,1989,2,0.0005205486582858333
9527,G21J,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF ,1990,2,0.0005365943963447189
11539,G21J,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF ,1993,1,0.00022434200489962938
14677,G21J,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF ,1998,1,0.00012610117854161464
15176,G21J,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF ,1999,1,0.0001225641899303713
19433,G21J,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF ,2006,1,9.586928031889958e-05
26262,G21J,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF ,2016,1,4.059720106656967e-05
26498,G21J,NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF ,2017,1,6.99360854115424e-05
208,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1976,62,0.02439417844734989
718,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1977,59,0.026130706680603043
1737,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1978,73,0.02999954795201716
2396,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1979,37,0.020937194076471686
3068,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1980,71,0.032064743685277765
3390,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1981,52,0.021510980942098232
4065,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1982,53,0.024574581536606854
4918,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1983,48,0.022389312834673582
5526,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1984,71,0.02871157804494373
5868,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1985,75,0.02782487395332099
6618,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1986,76,0.028831562974203338
7265,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1987,97,0.030859582536657684
8050,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1988,106,0.03456867425873022
8386,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1989,123,0.03201374248457874
9313,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1990,138,0.03702501334778561
10107,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1991,193,0.04724463418455272
10801,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1992,164,0.03791819842315785
11220,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1993,140,0.03140788068594812
11884,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1994,138,0.02856108035390904
12794,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1995,158,0.03224345029406843
13099,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1996,155,0.02793819710307933
14023,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1997,152,0.024640284271069065
14681,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1998,166,0.020932795637908033
15025,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,1999,123,0.015075395361435668
15400,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2000,151,0.017880868418123384
16272,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2001,198,0.021376541297210578
17125,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2002,236,0.024755305345152943
17916,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2003,227,0.022743781779926357
18112,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2004,244,0.02513756118266044
18647,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2005,213,0.024659656223553098
19895,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2006,274,0.026268182807378485
20485,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2007,290,0.030337552345354325
20747,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2008,305,0.032661960488665764
21232,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2009,259,0.02592084035564594
22005,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2010,275,0.020369631028207123
22826,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2011,191,0.01339609156754611
23546,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2012,302,0.019187199723501015
24023,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2013,356,0.019925726295522028
24497,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2014,433,0.020829024018317994
25094,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2015,512,0.02239996360005915
25876,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2016,471,0.019121281702354314
26706,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,2017,284,0.019861848256878038
163,G21Y,"INDEXING SCHEME RELATING TO NUCLEAR REACTORS, POWER PLANTS AND EXPLOSIVES, TO PROTECTION AGAINST RADIATION, TO THE TREATMENT OF RADIOACTIVELY CONTAMINATED MATERIAL, TO APPLICATIONS OF RADIOACTIVE SOURCES AND TO THE UTILISATION OF COSMIC RADIATION",1976,107,0.04209963054623287
1126,G21Y,"INDEXING SCHEME RELATING TO NUCLEAR REACTORS, POWER PLANTS AND EXPLOSIVES, TO PROTECTION AGAINST RADIATION, TO THE TREATMENT OF RADIOACTIVELY CONTAMINATED MATERIAL, TO APPLICATIONS OF RADIOACTIVE SOURCES AND TO THE UTILISATION OF COSMIC RADIATION",1977,57,0.025244920013463956
1286,G21Y,"INDEXING SCHEME RELATING TO NUCLEAR REACTORS, POWER PLANTS AND EXPLOSIVES, TO PROTECTION AGAINST RADIATION, TO THE TREATMENT OF RADIOACTIVELY CONTAMINATED MATERIAL, TO APPLICATIONS OF RADIOACTIVE SOURCES AND TO THE UTILISATION OF COSMIC RADIATION",1978,76,0.031232406087031567
2305,G21Y,"INDEXING SCHEME RELATING TO NUCLEAR REACTORS, POWER PLANTS AND EXPLOSIVES, TO PROTECTION AGAINST RADIATION, TO THE TREATMENT OF RADIOACTIVELY CONTAMINATED MATERIAL, TO APPLICATIONS OF RADIOACTIVE SOURCES AND TO THE UTILISATION OF COSMIC RADIATION",1979,50,0.02829350550874552
2573,G21Y,"INDEXING SCHEME RELATING TO NUCLEAR REACTORS, POWER PLANTS AND EXPLOSIVES, TO PROTECTION AGAINST RADIATION, TO THE TREATMENT OF RADIOACTIVELY CONTAMINATED MATERIAL, TO APPLICATIONS OF RADIOACTIVE SOURCES AND TO THE UTILISATION OF COSMIC RADIATION",1980,50,0.02258080541216744
3374,G21Y,"INDEXING SCHEME RELATING TO NUCLEAR REACTORS, POWER PLANTS AND EXPLOSIVES, TO PROTECTION AGAINST RADIATION, TO THE TREATMENT OF RADIOACTIVELY CONTAMINATED MATERIAL, TO APPLICATIONS OF RADIOACTIVE SOURCES AND TO THE UTILISATION OF COSMIC RADIATION",1981,59,0.024406689915072992
4281,G21Y,"INDEXING SCHEME RELATING TO NUCLEAR REACTORS, POWER PLANTS AND EXPLOSIVES, TO PROTECTION AGAINST RADIATION, TO THE TREATMENT OF RADIOACTIVELY CONTAMINATED MATERIAL, TO APPLICATIONS OF RADIOACTIVE SOURCES AND TO THE UTILISATION OF COSMIC RADIATION",1982,71,0.03292066583205824
4639,G21Y,"INDEXING SCHEME RELATING TO NUCLEAR REACTORS, POWER PLANTS AND EXPLOSIVES, TO PROTECTION AGAINST RADIATION, TO THE TREATMENT OF RADIOACTIVELY CONTAMINATED MATERIAL, TO APPLICATIONS OF RADIOACTIVE SOURCES AND TO THE UTILISATION OF COSMIC RADIATION",1983,61,0.02845308506073101
5393,G21Y,"INDEXING SCHEME RELATING TO NUCLEAR REACTORS, POWER PLANTS AND EXPLOSIVES, TO PROTECTION AGAINST RADIATION, TO THE TREATMENT OF RADIOACTIVELY CONTAMINATED MATERIAL, TO APPLICATIONS OF RADIOACTIVE SOURCES AND TO THE UTILISATION OF COSMIC RADIATION",1984,83,0.033564239122962386
6343,G21Y,"INDEXING SCHEME RELATING TO NUCLEAR REACTORS, POWER PLANTS AND EXPLOSIVES, TO PROTECTION AGAINST RADIATION, TO THE TREATMENT OF RADIOACTIVELY CONTAMINATED MATERIAL, TO APPLICATIONS OF RADIOACTIVE SOURCES AND TO THE UTILISATION OF COSMIC RADIATION",1985,69,0.025598884037055313
6492,G21Y,"INDEXING SCHEME RELATING TO NUCLEAR REACTORS, POWER PLANTS AND EXPLOSIVES, TO PROTECTION AGAINST RADIATION, TO THE TREATMENT OF RADIOACTIVELY CONTAMINATED MATERIAL, TO APPLICATIONS OF RADIOACTIVE SOURCES AND TO THE UTILISATION OF COSMIC RADIATION",1986,226,0.08573596358118361
7446,G21Y,"INDEXING SCHEME RELATING TO NUCLEAR REACTORS, POWER PLANTS AND EXPLOSIVES, TO PROTECTION AGAINST RADIATION, TO THE TREATMENT OF RADIOACTIVELY CONTAMINATED MATERIAL, TO APPLICATIONS OF RADIOACTIVE SOURCES AND TO THE UTILISATION OF COSMIC RADIATION",1987,424,0.1348913710880707
